brix_numeric,firmness_numeric,starch_numeric,size_numeric,season_numeric,routing,variety,is_premium
10.494523517426384,2.8293535827755756,15.176153350335664,4.815683215386889,1,juice,Honeycrisp,False
18.77197003998283,2.887184967425229,12.64829553110238,3.8480717919269325,2,fresh_standard,Golden Delicious,False
17.6650437703393,3.2585652193678074,8.0,4.6874382095740925,3,fresh_premium,Cameo,True
17.824595441685695,3.2927351015914357,11.102316679074725,4.048991576735448,3,fresh_premium,Jazz,True
18.289742098561618,3.476842009431821,10.815400231891648,4.746344284479761,3,fresh_premium,Jazz,True
13.472357724928541,2.5912265208082177,14.494961095280209,1.9784650962090642,4,juice,Cortland,False
20.26383319390394,3.3716869789636528,10.729752465739303,3.6749987095882704,4,fresh_premium,Braeburn,True
14.866295333857488,2.646557231709403,15.952862754396136,1.0455586723542112,4,juice,Honeycrisp,False
16.532319956746118,3.417839855716553,10.83434501410099,5.0,4,fresh_premium,Jazz,True
15.878977110387604,3.002274158089149,11.896696734597224,1.932311514471814,3,fresh_standard,Granny Smith,False
15.945021653631517,3.321484775312705,10.939598160993972,3.6616923428526142,2,fresh_standard,Cosmic Crisp,False
16.210308150883655,3.020401819413826,9.74105905008877,3.69889396981911,3,fresh_premium,Empire,True
16.04685582148937,3.302565601298661,12.070137031221178,4.613466611942154,3,fresh_premium,Honeycrisp,True
16.138700284612593,3.3416564272136147,15.50135113369848,2.835497717085402,2,fresh_standard,Cosmic Crisp,False
17.07218311217195,3.0984976243757796,9.431308388518769,3.9477753907312643,4,fresh_premium,Pink Lady,True
16.82372259775767,3.5855441682505558,11.138392884680147,3.880533950415153,4,fresh_premium,Red Delicious,True
15.202145213638262,2.6359369345049872,13.00500556178107,2.752280228809551,4,fresh_standard,Golden Delicious,False
12.400308808020137,3.101788318920965,9.600368961399948,3.759050477177296,3,fresh_standard,Braeburn,False
16.759676981901688,2.978045993565206,12.302427612958551,3.877237694584203,3,fresh_standard,Granny Smith,False
19.26165591372751,3.301085011313662,8.741185498991491,4.119623432055575,3,fresh_premium,McIntosh,True
16.97153938843485,3.791957138564505,11.016888807008904,4.482425816548729,4,fresh_premium,McIntosh,True
14.374199727539024,2.979187134922938,9.54188867245773,1.8438357884702195,3,fresh_standard,Golden Delicious,False
15.726043443110932,3.3591908181314802,10.789525927188595,3.8235304807642607,2,fresh_standard,Braeburn,False
17.395330911282826,3.439732205375498,11.424331203161985,4.079928195998701,4,fresh_premium,Ambrosia,True
18.02455496096366,3.6117974629428113,12.87104703080018,3.8738232489368563,4,fresh_premium,Cortland,True
17.35333432848701,3.356776092606496,10.589976759091558,3.981481601475794,4,fresh_premium,Golden Delicious,True
16.796333167677243,3.25133884230208,12.40188750465647,3.6373615416565936,2,fresh_standard,Ambrosia,False
15.59393936519333,3.0074434761517637,13.367126797474993,2.5475389057008075,4,fresh_standard,Empire,False
18.59376340855712,3.3260073047664944,,4.1443468146399285,4,fresh_premium,Cortland,True
14.92772144140411,3.15992661310431,12.915495071820196,2.9338279808828056,2,fresh_standard,Cameo,False
16.780366773071673,3.4915285423155993,10.689958214408675,4.27314212400185,4,fresh_premium,Golden Delicious,True
14.350319004981667,3.0924689279995268,14.14760330253185,4.308638244908652,3,fresh_standard,Gala,False
15.531791222054107,3.031276068815433,10.906549882283446,5.0,4,fresh_standard,Red Delicious,False
16.98985594654471,3.025577105627567,8.006974031908054,2.7763940293627734,3,fresh_standard,Fuji,False
17.860789178897946,3.637513352121976,10.17937055262123,4.396744360276107,3,fresh_premium,Braeburn,True
14.081280155706862,3.0809325371555967,14.71643582412819,1.845116590264188,4,fresh_standard,Granny Smith,False
18.59650465240127,3.4905826291077933,8.345187451417475,3.8569978890599446,3,fresh_premium,Honeycrisp,True
18.490402915289636,3.395010440121126,,4.397132339810914,4,fresh_premium,Cameo,True
18.549584434469228,3.6337256054914957,10.794539131535096,4.038425941479384,3,fresh_premium,Cameo,True
17.25928555845196,2.906586081805135,10.822982901013962,4.283471286646877,3,fresh_standard,Golden Delicious,False
13.539592293552575,2.5,12.533035866643441,3.96311946864269,2,juice,Golden Delicious,False
18.249494486632965,3.2110264295728204,8.419876655239516,4.81233922923478,3,fresh_premium,Braeburn,True
16.167666668203832,2.5,14.514746212834698,4.751058237272897,3,juice,Cortland,False
16.661568005748233,3.303643446125228,8.0,3.6646898954616773,3,fresh_premium,Ambrosia,True
11.479370410990994,2.709552026849941,14.594454443170173,2.05838844752412,2,juice,Pink Lady,False
18.52770301123188,3.2128262610417204,10.655407254619524,3.7256375461295193,3,fresh_premium,Cortland,True
18.005567872418407,3.619543117349501,9.13523439890992,4.500291159021489,3,fresh_premium,Fuji,True
16.3222388705118,3.5126816815111885,13.213405537917795,3.52028038163826,4,fresh_premium,McIntosh,True
17.59520715914183,3.637817695123531,9.942237295748939,3.771451871706864,4,fresh_premium,Golden Delicious,True
19.16495461896819,3.410405978071859,8.4778649039607,4.580939151304095,4,fresh_premium,Jazz,True
14.757069821751866,3.131491542924227,11.130910336547547,2.159501342537759,3,fresh_standard,Gala,False
16.1490228853387,2.5,15.796234648244695,2.6441887742242325,1,juice,Empire,False
18.088362009024422,3.471218416943718,8.600098061390206,4.563352568413792,3,fresh_premium,McIntosh,True
17.07807101691382,3.3059300488611947,8.0,3.696089006452784,3,fresh_premium,Cosmic Crisp,True
14.86353738126133,3.0604157233533726,11.737865528994824,4.847049913381875,3,juice,Gala,False
18.3218296652353,3.253537335867256,9.679835693604687,4.476568316956622,3,fresh_premium,Fuji,True
13.180095162954094,2.973137697474789,12.102094344462644,1.4316982198599755,5,juice,Cameo,False
14.809929744513239,2.6907381788029303,11.491678026008792,1.4557810777781741,3,juice,Cortland,False
11.005669971516488,2.6376911027390406,9.786221770747838,2.467831327267981,2,juice,Cortland,False
18.19689953572294,3.443042678343872,11.559857031094115,3.895389063127736,4,fresh_premium,Empire,True
17.88570365961576,3.272043918543172,10.71204734931993,4.447519157038058,3,fresh_premium,Jazz,True
17.07634247493771,3.4039548575445155,11.514725634013951,3.8522992949304853,3,fresh_premium,Cameo,True
18.610329295570804,3.4558262254762133,8.134205146913072,4.553540334643486,4,fresh_premium,Cameo,True
18.941018886936725,3.3390607078785686,11.545425181047763,4.088220777638613,4,fresh_premium,Gala,True
17.586267063712235,3.007006895370747,10.89213151249793,4.420310013252276,3,fresh_premium,Cosmic Crisp,True
13.334503738361663,3.0451091479619903,12.179351316143432,3.5201383101697528,3,juice,Honeycrisp,False
17.619033372325564,3.373856538212402,10.593705300156113,3.898163124911517,3,fresh_premium,Red Delicious,True
15.75551026141399,3.4499616866064224,10.736462427457377,4.542893162469674,3,fresh_premium,Honeycrisp,True
14.59653225932185,2.8680429413466024,13.605721679517098,3.102893960323973,4,fresh_standard,Red Delicious,False
17.919045713618335,3.4343727532651416,9.17221278116133,4.400204762613841,3,fresh_premium,Pink Lady,True
19.685732900621893,3.1571260296507226,8.0,3.5403077042067883,4,fresh_premium,Pink Lady,True
19.93130668719376,3.15835492564364,11.446130752432536,3.798175768379002,3,fresh_premium,Ambrosia,True
14.78859531126495,2.5,13.532551884296549,2.771748486937744,3,juice,Pink Lady,False
19.27180977049505,3.45188916770777,9.17454226923187,3.8867605540492365,4,fresh_premium,Gala,True
18.236330108270522,3.1501874298371404,12.251139685951467,3.6327042116009753,3,fresh_premium,Pink Lady,True
16.574337882936696,3.2940196198206255,10.461110046713651,3.3852252027737917,4,fresh_premium,Cameo,True
17.904079604307213,3.2280409499611444,8.515557795144494,3.410480104420099,3,fresh_premium,Red Delicious,True
16.90074259449265,3.324120050743083,9.961668893512831,4.456792313116624,3,fresh_premium,Cortland,True
15.037039871453594,2.5,10.116864398759557,1.021296762284257,2,juice,Honeycrisp,False
15.983660987742311,3.069191143229238,8.722045075269907,3.06626605641448,2,fresh_standard,Braeburn,False
16.05507104713827,2.874256470159766,14.04886368035607,1.3043999559230972,2,juice,Empire,False
17.494203955607365,3.328431899907028,8.746979420110364,4.354725908569519,3,fresh_premium,Golden Delicious,True
14.970088932027593,2.9902582001833675,12.390029614135715,3.0025181815250614,2,fresh_standard,Red Delicious,False
20.85879536448494,3.211604785737389,10.743522831958908,3.961081401493599,4,fresh_premium,Honeycrisp,True
15.711098992541883,2.877705062177413,8.684584008675856,3.651184688158193,4,fresh_standard,McIntosh,False
14.242806502955784,2.852616826214556,14.88463373632897,4.987962011250204,2,juice,McIntosh,False
12.892740223671078,3.096713389429193,,2.3231719657106225,3,juice,Honeycrisp,False
18.21488862474504,3.214592282439589,8.869053116699986,4.807687844734721,4,fresh_premium,Golden Delicious,True
13.769884009053266,2.5241919221016493,14.771940185137751,2.45559762598133,2,juice,Jazz,False
15.405373385101583,2.7193024045005663,13.317519904517722,2.612705204332146,3,fresh_standard,Cameo,False
11.700205162914727,3.079207765257208,10.872632502870587,2.7970591379660954,2,fresh_standard,Braeburn,False
18.068259119501903,3.600503629624161,8.163552645565952,4.142777037428829,3,fresh_premium,Jazz,True
17.8290734701599,3.539381800960711,8.0,3.8453954614750683,3,fresh_premium,Jazz,True
17.09856085897974,3.330938125170386,9.268132887781446,4.807791411774116,3,fresh_premium,Honeycrisp,True
16.728058911497186,2.773347884672479,12.912786207813895,4.251713621575748,2,juice,Cosmic Crisp,False
12.227969278015081,3.022875319100387,12.497881377920125,3.537555686251598,4,fresh_standard,Cortland,False
15.83618575523752,2.757334629753066,15.363872112978935,2.466248732177996,4,fresh_standard,Granny Smith,False
14.383329252499104,2.500433825938542,16.172761422411675,3.283412102177251,1,juice,Red Delicious,False
17.332176032198312,3.429302788396851,9.99089363269016,3.91993360221668,3,fresh_premium,Gala,True
16.356348039123205,3.6170307403824724,8.285492630904274,3.665927957230503,3,fresh_premium,McIntosh,True
14.205386322869222,2.8466121005446388,8.360762448068495,3.658226224667202,3,fresh_standard,Cameo,False
18.338298307536583,3.356278592555929,9.553654744960012,4.012109728336379,3,fresh_premium,Jazz,True
16.718861123514365,2.9706087381063764,10.480216733070472,3.638395639689789,4,fresh_standard,Empire,False
18.266079245553424,3.366830900367667,9.476113443522356,4.574318674714357,3,fresh_premium,Pink Lady,True
14.197857131484437,2.7898869627689313,10.947980474669212,1.3312816978133302,4,fresh_standard,McIntosh,False
14.611705892692525,2.717245974283778,8.0,2.0509308583121166,3,fresh_standard,Gala,False
14.860592995435205,3.259994220463271,16.3267521103271,3.111088836275508,3,juice,Fuji,False
13.37723513171052,2.5,15.136546754305568,2.7751343171293428,4,juice,Cortland,False
15.813960242886598,2.5346840557008763,17.12051105906186,1.9274384555313935,5,juice,Cameo,False
11.342375582562012,2.5,12.987621877829328,4.1260925181322685,2,juice,Cortland,False
18.523303831515168,,12.567562720213516,3.8925394848556323,3,fresh_premium,Cosmic Crisp,True
14.976238254162492,2.9026212854500435,10.227838709132458,3.7096638211570294,4,fresh_standard,Gala,False
20.359077365951254,,8.967774482233414,4.084230488134807,4,fresh_premium,McIntosh,True
17.272256670951716,2.5,17.34573640379706,3.101441927277992,2,juice,Golden Delicious,False
12.824955585372612,2.846895251015573,12.690183056526559,3.2855782074135407,3,fresh_standard,Cameo,False
16.17001145870994,2.8656915904159943,12.012813992137104,3.285280061732411,4,juice,Granny Smith,False
16.582069268041952,3.491594081989051,9.026083682400989,3.536323432904713,3,fresh_premium,Braeburn,True
16.383872493931015,3.409610451153068,11.47264823048739,3.4967287173601793,3,fresh_premium,McIntosh,True
16.21794483835779,2.967361555768027,11.509419501548743,2.3929877936517,3,fresh_standard,McIntosh,False
18.385892998214327,3.235116879208224,9.09794853407318,4.435648648728622,3,fresh_premium,Golden Delicious,True
17.35596060356432,3.241442730963331,12.935823851151754,4.0092154020284125,3,fresh_standard,Jazz,False
12.062743992045073,2.519946762034462,14.921649730807731,1.8625590509033967,2,juice,McIntosh,False
10.976926805924103,2.5376993451977676,14.357058339440956,1.2091054890888229,2,juice,Cosmic Crisp,False
14.181096453803445,2.718139538287692,13.911453360310702,1.8180173547711833,2,juice,McIntosh,False
19.32426774671828,3.6521726813044912,13.247503517351626,4.250422237472229,3,fresh_premium,Cosmic Crisp,True
15.349313303994599,2.5,13.98978673594555,3.9551121156743907,2,juice,Jazz,False
18.96452846702826,3.332144477883527,9.783868666417577,4.705466189873135,3,fresh_premium,Granny Smith,True
18.140192209419844,3.425948909612038,9.90379248011051,4.033927755263702,3,fresh_premium,Honeycrisp,True
14.293238728951524,3.107220396892576,10.764697555640847,3.5847671811009727,4,fresh_standard,Gala,False
13.919431294422527,2.901804676076873,14.196509213551892,3.0209638022192284,4,fresh_standard,Pink Lady,False
16.92196253997291,3.4875570529896818,11.819646549968775,3.628764707150976,3,fresh_premium,McIntosh,True
11.707440499974044,2.767529337209272,14.194311574172495,3.419800052590817,4,juice,Jazz,False
18.702018141797794,3.5910772182935964,11.628843348747367,3.2094046489839334,3,fresh_premium,Pink Lady,True
17.11678759008285,3.155452283869776,13.869564006481479,3.848410108582862,4,fresh_premium,McIntosh,True
13.02945049433002,3.1047665552360604,15.79702340910313,1.9134224567153906,1,juice,Cortland,False
16.258967845642523,2.703764497459408,11.263244746627702,3.065022737644959,4,fresh_standard,Gala,False
18.108956548211957,3.0428541730222647,10.837970270336289,3.766271704886614,2,fresh_standard,Granny Smith,False
21.619688815380126,3.1612796208274467,8.66876173329685,3.6135611660881954,4,fresh_premium,Honeycrisp,True
15.317844679683253,3.2779777878449736,9.085325643520926,2.5298056826678597,4,fresh_premium,Braeburn,True
12.783438450606926,2.6089834221822152,14.663836895415775,3.57420849194967,2,juice,Granny Smith,False
14.043423304707424,2.7884887230640163,12.21886237881797,4.244922233605431,3,juice,Ambrosia,False
